;;;;;;;;;;;;;x,,
iron_9_settlement_desc;Settle the iron.;x
iron_10_settlement_desc;Settle the iron.;x
iron_11_settlement_desc;Settle the iron.;x
iron_12_settlement_desc;Settle the iron.;x
iron_13_settlement_desc;Settle the iron.;x
iron_14_settlement_desc;Settle the iron.;x
iron_15_settlement_desc;Settle the iron.;x
sulphur_1_settlement_title;sulphur Settlement;x
sulphur_2_settlement_title;sulphur Settlement;x
sulphur_3_settlement_title;sulphur Settlement;x
sulphur_4_settlement_title;sulphur Settlement;x
sulphur_5_settlement_title;sulphur Settlement;x
sulphur_6_settlement_title;sulphur Settlement;x
sulphur_7_settlement_title;sulphur Settlement;x
sulphur_8_settlement_title;sulphur Settlement;x
sulphur_9_settlement_title;sulphur Settlement;x
sulphur_10_settlement_title;sulphur Settlement;x
sulphur_11_settlement_title;sulphur Settlement;x
sulphur_12_settlement_title;sulphur Settlement;x
sulphur_13_settlement_title;sulphur Settlement;x
sulphur_14_settlement_title;sulphur Settlement;x
sulphur_15_settlement_title;sulphur Settlement;x
sulphur_1_settlement_desc;Settle the sulphur.;x
sulphur_2_settlement_desc;Settle the sulphur.;x
sulphur_3_settlement_desc;Settle the sulphur.;x
sulphur_4_settlement_desc;Settle the sulphur.;x
sulphur_5_settlement_desc;Settle the sulphur.;x
sulphur_6_settlement_desc;Settle the sulphur.;x
sulphur_7_settlement_desc;Settle the sulphur.;x
sulphur_8_settlement_desc;Settle the sulphur.;x
sulphur_9_settlement_desc;Settle the sulphur.;x
sulphur_10_settlement_desc;Settle the sulphur.;x
sulphur_11_settlement_desc;Settle the sulphur.;x
sulphur_12_settlement_desc;Settle the sulphur.;x
sulphur_13_settlement_desc;Settle the sulphur.;x
sulphur_14_settlement_desc;Settle the sulphur.;x
sulphur_15_settlement_desc;Settle the sulphur.;x
timber_1_settlement_title;timber Settlement;x
timber_2_settlement_title;timber Settlement;x
timber_3_settlement_title;timber Settlement;x
timber_4_settlement_title;timber Settlement;x
timber_5_settlement_title;timber Settlement;x
timber_6_settlement_title;timber Settlement;x
timber_7_settlement_title;timber Settlement;x
timber_8_settlement_title;timber Settlement;x
timber_9_settlement_title;timber Settlement;x
timber_10_settlement_title;timber Settlement;x
timber_11_settlement_title;timber Settlement;x
timber_12_settlement_title;timber Settlement;x
timber_13_settlement_title;timber Settlement;x
timber_14_settlement_title;timber Settlement;x
timber_15_settlement_title;timber Settlement;x
timber_1_settlement_desc;Settle the timber.;x
timber_2_settlement_desc;Settle the timber.;x
timber_3_settlement_desc;Settle the timber.;x
timber_4_settlement_desc;Settle the timber.;x
timber_5_settlement_desc;Settle the timber.;x
timber_6_settlement_desc;Settle the timber.;x
timber_7_settlement_desc;Settle the timber.;x
timber_8_settlement_desc;Settle the timber.;x
timber_9_settlement_desc;Settle the timber.;x
timber_10_settlement_desc;Settle the timber.;x
timber_11_settlement_desc;Settle the timber.;x
timber_12_settlement_desc;Settle the timber.;x
timber_13_settlement_desc;Settle the timber.;x
timber_14_settlement_desc;Settle the timber.;x
timber_15_settlement_desc;Settle the timber.;x
cotton_1_settlement_title;cotton Settlement;x
cotton_2_settlement_title;cotton Settlement;x
cotton_3_settlement_title;cotton Settlement;x
cotton_4_settlement_title;cotton Settlement;x
cotton_5_settlement_title;cotton Settlement;x
cotton_6_settlement_title;cotton Settlement;x
cotton_7_settlement_title;cotton Settlement;x
cotton_8_settlement_title;cotton Settlement;x
cotton_9_settlement_title;cotton Settlement;x
cotton_10_settlement_title;cotton Settlement;x
cotton_11_settlement_title;cotton Settlement;x
cotton_12_settlement_title;cotton Settlement;x
cotton_13_settlement_title;cotton Settlement;x
cotton_14_settlement_title;cotton Settlement;x
cotton_15_settlement_title;cotton Settlement;x
cotton_1_settlement_desc;Settle the cotton.;x
cotton_2_settlement_desc;Settle the cotton.;x
cotton_3_settlement_desc;Settle the cotton.;x
cotton_4_settlement_desc;Settle the cotton.;x
cotton_5_settlement_desc;Settle the cotton.;x
cotton_6_settlement_desc;Settle the cotton.;x
cotton_7_settlement_desc;Settle the cotton.;x
cotton_8_settlement_desc;Settle the cotton.;x
cotton_9_settlement_desc;Settle the cotton.;x
cotton_10_settlement_desc;Settle the cotton.;x
cotton_11_settlement_desc;Settle the cotton.;x
cotton_12_settlement_desc;Settle the cotton.;x
cotton_13_settlement_desc;Settle the cotton.;x
cotton_14_settlement_desc;Settle the cotton.;x
cotton_15_settlement_desc;Settle the cotton.;x
dye_1_settlement_title;dye Settlement;x
dye_2_settlement_title;dye Settlement;x
dye_3_settlement_title;dye Settlement;x
dye_4_settlement_title;dye Settlement;x
dye_5_settlement_title;dye Settlement;x
dye_6_settlement_title;dye Settlement;x
dye_7_settlement_title;dye Settlement;x
dye_8_settlement_title;dye Settlement;x
dye_9_settlement_title;dye Settlement;x
dye_10_settlement_title;dye Settlement;x
dye_11_settlement_title;dye Settlement;x
dye_12_settlement_title;dye Settlement;x
dye_13_settlement_title;dye Settlement;x
dye_14_settlement_title;dye Settlement;x
dye_15_settlement_title;dye Settlement;x
dye_1_settlement_desc;Settle the dye.;x
dye_2_settlement_desc;Settle the dye.;x
dye_3_settlement_desc;Settle the dye.;x
dye_4_settlement_desc;Settle the dye.;x
dye_5_settlement_desc;Settle the dye.;x
dye_6_settlement_desc;Settle the dye.;x
dye_7_settlement_desc;Settle the dye.;x
dye_8_settlement_desc;Settle the dye.;x
dye_9_settlement_desc;Settle the dye.;x
dye_10_settlement_desc;Settle the dye.;x
dye_11_settlement_desc;Settle the dye.;x
dye_12_settlement_desc;Settle the dye.;x
dye_13_settlement_desc;Settle the dye.;x
dye_14_settlement_desc;Settle the dye.;x
dye_15_settlement_desc;Settle the dye.;x
silk_1_settlement_title;silk Settlement;x
silk_2_settlement_title;silk Settlement;x
silk_3_settlement_title;silk Settlement;x
silk_4_settlement_title;silk Settlement;x
silk_5_settlement_title;silk Settlement;x
silk_6_settlement_title;silk Settlement;x
silk_7_settlement_title;silk Settlement;x
silk_8_settlement_title;silk Settlement;x
silk_9_settlement_title;silk Settlement;x
silk_10_settlement_title;silk Settlement;x
silk_11_settlement_title;silk Settlement;x
silk_12_settlement_title;silk Settlement;x
silk_13_settlement_title;silk Settlement;x
silk_14_settlement_title;silk Settlement;x
silk_15_settlement_title;silk Settlement;x
silk_1_settlement_desc;Settle the silk.;x
silk_2_settlement_desc;Settle the silk.;x
silk_3_settlement_desc;Settle the silk.;x
silk_4_settlement_desc;Settle the silk.;x
silk_5_settlement_desc;Settle the silk.;x
silk_6_settlement_desc;Settle the silk.;x
silk_7_settlement_desc;Settle the silk.;x
silk_8_settlement_desc;Settle the silk.;x
silk_9_settlement_desc;Settle the silk.;x
silk_10_settlement_desc;Settle the silk.;x
silk_11_settlement_desc;Settle the silk.;x
silk_12_settlement_desc;Settle the silk.;x
silk_13_settlement_desc;Settle the silk.;x
silk_14_settlement_desc;Settle the silk.;x
silk_15_settlement_desc;Settle the silk.;x
tropical_wood_1_settlement_title;tropical_wood Settlement;x
tropical_wood_2_settlement_title;tropical_wood Settlement;x
tropical_wood_3_settlement_title;tropical_wood Settlement;x
tropical_wood_4_settlement_title;tropical_wood Settlement;x
tropical_wood_5_settlement_title;tropical_wood Settlement;x
tropical_wood_6_settlement_title;tropical_wood Settlement;x
tropical_wood_7_settlement_title;tropical_wood Settlement;x
tropical_wood_8_settlement_title;tropical_wood Settlement;x
tropical_wood_9_settlement_title;tropical_wood Settlement;x
tropical_wood_10_settlement_title;tropical_wood Settlement;x
tropical_wood_11_settlement_title;tropical_wood Settlement;x
tropical_wood_12_settlement_title;tropical_wood Settlement;x
tropical_wood_13_settlement_title;tropical_wood Settlement;x
tropical_wood_14_settlement_title;tropical_wood Settlement;x
tropical_wood_15_settlement_title;tropical_wood Settlement;x
tropical_wood_1_settlement_desc;Settle the tropical_wood.;x
tropical_wood_2_settlement_desc;Settle the tropical_wood.;x
tropical_wood_3_settlement_desc;Settle the tropical_wood.;x
tropical_wood_4_settlement_desc;Settle the tropical_wood.;x
tropical_wood_5_settlement_desc;Settle the tropical_wood.;x
tropical_wood_6_settlement_desc;Settle the tropical_wood.;x
tropical_wood_7_settlement_desc;Settle the tropical_wood.;x
tropical_wood_8_settlement_desc;Settle the tropical_wood.;x
tropical_wood_9_settlement_desc;Settle the tropical_wood.;x
tropical_wood_10_settlement_desc;Settle the tropical_wood.;x
tropical_wood_11_settlement_desc;Settle the tropical_wood.;x
tropical_wood_12_settlement_desc;Settle the tropical_wood.;x
tropical_wood_13_settlement_desc;Settle the tropical_wood.;x
tropical_wood_14_settlement_desc;Settle the tropical_wood.;x
tropical_wood_15_settlement_desc;Settle the tropical_wood.;x
opium_1_settlement_title;opium Settlement;x
opium_2_settlement_title;opium Settlement;x
opium_3_settlement_title;opium Settlement;x
opium_4_settlement_title;opium Settlement;x
opium_5_settlement_title;opium Settlement;x
opium_6_settlement_title;opium Settlement;x
opium_7_settlement_title;opium Settlement;x
opium_8_settlement_title;opium Settlement;x
opium_9_settlement_title;opium Settlement;x
opium_10_settlement_title;opium Settlement;x
opium_11_settlement_title;opium Settlement;x
opium_12_settlement_title;opium Settlement;x
opium_13_settlement_title;opium Settlement;x
opium_14_settlement_title;opium Settlement;x
opium_15_settlement_title;opium Settlement;x
opium_1_settlement_desc;Settle the opium.;x
opium_2_settlement_desc;Settle the opium.;x
opium_3_settlement_desc;Settle the opium.;x
opium_4_settlement_desc;Settle the opium.;x
opium_5_settlement_desc;Settle the opium.;x
opium_6_settlement_desc;Settle the opium.;x
opium_7_settlement_desc;Settle the opium.;x
opium_8_settlement_desc;Settle the opium.;x
opium_9_settlement_desc;Settle the opium.;x
opium_10_settlement_desc;Settle the opium.;x
opium_11_settlement_desc;Settle the opium.;x
opium_12_settlement_desc;Settle the opium.;x
opium_13_settlement_desc;Settle the opium.;x
opium_14_settlement_desc;Settle the opium.;x
opium_15_settlement_desc;Settle the opium.;x
rubber_1_settlement_title;rubber Settlement;x
rubber_2_settlement_title;rubber Settlement;x
rubber_3_settlement_title;rubber Settlement;x
rubber_4_settlement_title;rubber Settlement;x
rubber_5_settlement_title;rubber Settlement;x
rubber_6_settlement_title;rubber Settlement;x
rubber_7_settlement_title;rubber Settlement;x
rubber_8_settlement_title;rubber Settlement;x
rubber_9_settlement_title;rubber Settlement;x
rubber_10_settlement_title;rubber Settlement;x
rubber_11_settlement_title;rubber Settlement;x
rubber_12_settlement_title;rubber Settlement;x
rubber_13_settlement_title;rubber Settlement;x
rubber_14_settlement_title;rubber Settlement;x
rubber_15_settlement_title;rubber Settlement;x
rubber_1_settlement_desc;Settle the rubber.;x
rubber_2_settlement_desc;Settle the rubber.;x
rubber_3_settlement_desc;Settle the rubber.;x
rubber_4_settlement_desc;Settle the rubber.;x
rubber_5_settlement_desc;Settle the rubber.;x
rubber_6_settlement_desc;Settle the rubber.;x
rubber_7_settlement_desc;Settle the rubber.;x
rubber_8_settlement_desc;Settle the rubber.;x
rubber_9_settlement_desc;Settle the rubber.;x
rubber_10_settlement_desc;Settle the rubber.;x
rubber_11_settlement_desc;Settle the rubber.;x
rubber_12_settlement_desc;Settle the rubber.;x
rubber_13_settlement_desc;Settle the rubber.;x
rubber_14_settlement_desc;Settle the rubber.;x
rubber_15_settlement_desc;Settle the rubber.;x
