From;To;Type;Through;Data;Comment
#1083;1086;sea;2832;0;Tatar Straits
1087;1643;sea;2831;0;La Perouse Strait
1162;1165;sea;2788;0;Bahrain Strait
1309;1322;sea;2794;0;Palk Strait #Ceylon-S India
1310;1322;sea;2794;0;Palk Strait #Ceylon-S India
1384;1402;sea;2814;0;Straits of Johore
1384;1385;sea;2814;0;Straits of Johore to Singapore
1403;1413;land;2805;0;Sunda Strait
#1412;1851;sea;2782;0;Aden Strait
#1412;1875;sea;2782;0;Aden Strait
1418;1421;sea;2811;0;Strait of Madura
1420;1438;sea;2811;0;Bali Strait
1438;1442;sea;2811;0;Lombok Strait
1442;1440;sea;2811;0;Sumbawa Strait
1495;1499;sea;2823;0;Hainan Strait
1457;1461;sea;2849;0;Tacloban Strait
1640;1660;land;2843;0;Fukuoka Strait
1642;1672;sea;2841;0;Hakodate Strait
#1664;1666;land;2843;0;Matsuyama Strait
1667;1659;land;2843;0;Setto Strait
1411;1408;sea;2803;0;Gunungsitoli Strait
1404;1399;land;2813;0;Palak Panang Strait
1402;1398;sea;2814;0;Tanjungpinang Strait
1458;1455;land;2848;0;Mindoro Strait
1458;1459;sea;2848;0;Mindoro Strait
1458;1460;land;2850;0;Mindoro Strait
2565;1461;land;2850;0;Cebu Strait
2565;1460;land;2850;0;Cebu Strait
1461;1463;land;2850;0;Davao Strait
1462;1460;land;2850;0;Iloilo Strait
1462;1464;sea;2851;0;Sulu Strait
1440;1439;sea;2810;0;Sumbawa-Flores Strait
1440;1441;sea;2808;0;Sumbawa-Sumba Strait
1441;1443;sea;2809;0;Sumba-Roti Strait
1443;1445;sea;2809;0;Roti-Kaupeng Strait
1439;1444;sea;2809;0;Flores-Alor Strait
1444;1446;sea;2809;0;Alor-Dili Strait
1444;1451;sea;2854;0;Alor-Aru Strait
1446;1451;sea;2854;0;Dili-Aru Strait
1450;1449;sea;2853;0;Ceram-Ambon Strait
1449;1447;sea;2852;0;Ambon Strait
1447;1448;sea;2853;0;Ternate-Jilolo Strait
1451;1453;sea;2862;0;Aru-Sorong Strait
1450;1453;sea;2853;0;Ceram-Sorong Strait
1447;1434;sea;2852;0;Ternate Strait
1437;1436;sea;2810;0;Bulon-Kendari Strait
1435;1425;sea;2812;0;Palu-Tarakan Strait
1644;1089;sea;2839;0;Nemuru-Etorofu Strait
1089;1088;sea;2839;0;Etorofu-Shumshu Strait
#1088;1074;sea;2838;0;Shumshu-Petropavlovsk Strait
1679;1678;sea;2845;0;Amari-Okinawa Strait
1637;1635;sea;2829;0;Cheju-Kwangju Strait
#
# Oceanian Straits
#
2512;2516;sea;2876;0;Cook Strait #NZ
2512;2516;sea;2881;0;Cook Strait #NZ
2537;1531;sea;2858;0;Villan Strait #New Britain-New Ireland

#
# Impassables
#
1326;1589;impassable;0;0;scary mountain
1326;1592;impassable;0;0;scary mountain
1328;1589;impassable;0;0;scary mountain
1329;1589;impassable;0;0;scary mountain
1329;1590;impassable;0;0;scary mountain
1329;1590;impassable;0;0;scary mountain
1329;1593;impassable;0;0;scary mountain
1258;1593;impassable;0;0;scary mountain
1260;1593;impassable;0;0;scary mountain
1259;1593;impassable;0;0;scary mountain
1238;1592;impassable;0;0;scary mountain
1244;1592;impassable;0;0;scary mountain
1235;1592;impassable;0;0;scary mountain
1226;1592;impassable;0;0;scary mountain
1327;1592;impassable;0;0;scary mountain
1328;1592;impassable;0;0;scary mountain
1225;1594;impassable;0;0;scary mountain
1226;1594;impassable;0;0;scary mountain
1210;1594;impassable;0;0;scary mountain
1208;1594;impassable;0;0;scary mountain
1226;1598;impassable;0;0;scary mountain
1226;1591;impassable;0;0;scary mountain

#Alps

#727;735;impassable;0;0;Bergamo-Bozen
#727;734;impassable;0;0;Bergamo-Trent
#732;735;impassable;0;0;Treviso-Bozen
#732;615;impassable;0;0;Treviso-Lienz
#732;618;impassable;0;0;Treviso-Klagenfurth
#733;618;impassable;0;0;Udine-Klagenfurt
2669;735;impassable;0;0;Sondrio-Bozen
2669;734;impassable;0;0;Sondrio-Trent
2669;611;impassable;0;0;Sondrio-Chur
2669;2568;impassable;0;0;Sondrio-Lugano
3262;734;impassable;0;0;Belluno-Trent
3262;735;impassable;0;0;Belluno-Bozen
3262;615;impassable;0;0;Belluno-Lienz
3262;618;impassable;0;0;Belluno-Klagenfurt
#727;611;impassable;0;0;Bergamo-Chur
#727;2568;impassable;0;0;Bergamo-Lugano
722;605;impassable;0;0;Novara-Bern
2568;722;impassable;0;0;Lugano-Novara
609;722;impassable;0;0;Sitten-Novara
606;722;impassable;0;0;Lucerne-Novara

#Alaskan Panhandle

2;6;impassable;0;0;
2;17;impassable;0;0;
1;15;impassable;0;0;
1;16;impassable;0;0;
1;17;impassable;0;0;

#Siberia

2687;2682;impassable;0;0;Northern urals
2689;2682;impassable;0;0;Northern urals
2689;1062;impassable;0;0;Northern urals
1026;1062;impassable;0;0;Northern urals
2659;2657;impassable;0;0;Yamal-Yenisei
2659;2692;impassable;0;0;Yamal-Yenisei
2615;2692;impassable;0;0;Yamal-Yenisei
2646;2692;impassable;0;0;Yamal-Yenisei
2654;2653;impassable;0;0;Yenisei-Yakut
2654;2673;impassable;0;0;Yenisei-Yakut
2693;2673;impassable;0;0;Yenisei-Yakut
2655;2673;impassable;0;0;Yenisei-Yakut
2655;2651;impassable;0;0;Yenisei-Yakut
2675;2651;impassable;0;0;Yenisei-Yakut

#Small and Large Caucasus

1104;1103;impassable;0;0;Sheki-Siyazen
1104;1052;impassable;0;0;Sheki-Derbent
1091;1053;impassable;0;0;Pasanauri-Gunib
1091;3296;impassable;0;0;Pasanauri-Shela
1092;1054;impassable;0;0;Kutaisi-Vladikavkaz
1092;1056;impassable;0;0;Kutaisi-Pyatigorsk
1095;1051;impassable;0;0;Sukhum-Adyghe
3274;1051;impassable;0;0;Svaneti-Adyghe
3274;1056;impassable;0;0;Svaneti-Pyatigorsk
1090;1099;impassable;0;0;Tblisi-Gyumri
1105;1099;impassable;0;0;Ganja-Gyumri
1106;1100;impassable;0;0;Agdam-Kapan

#Zagros and Albruz

1112;1113;impassable;0;0;Ardabil-Rasht
1124;1114;impassable;0;0;Qazvin-Nushahr
1121;1114;impassable;0;0;Tehran-Nushahr
1121;1115;impassable;0;0;Tehran-Sari
1126;1115;impassable;0;0;Semnan-Sari
890;1110;impassable;0;0;Van-Urumiya
924;1110;impassable;0;0;Rewanduz-Urumiya
924;3289;impassable;0;0;Rewanduz-Saqqiz
925;1118;impassable;0;0;Baban-Sanandaj
925;3289;impassable;0;0;Baban-Saqqiz
1119;1120;impassable;0;0;Ilam-Khoramabad
1131;1134;impassable;0;0;Ahvaz-Dehkord
1133;1128;impassable;0;0;Dezful-Arak
1133;1127;impassable;0;0;Dezful-Isfahan
1133;1134;impassable;0;0;Dezful-Dehkord

#
# The canals
#
2711;2721;canal;369;1;Kiel Canal
2781;2769;canal;1755;2;Suez Canal
2968;3001;canal;1723;3;Panama Canal
2773;2774;canal;860;4;Bosphorus Strait
2772;2773;canal;859;5;Dardanelles Strait
#2724;2723;canal;301;6;English Channel

#World Bank Neighbouring Provinces

1;3275;sea;0;0;
2;3275;sea;0;0;
3;3275;sea;0;0;
4;3275;sea;0;0;
5;3275;sea;0;0;
6;3275;sea;0;0;
7;3275;sea;0;0;
8;3275;sea;0;0;
9;3275;sea;0;0;
10;3275;sea;0;0;
11;3275;sea;0;0;
12;3275;sea;0;0;
13;3275;sea;0;0;
14;3275;sea;0;0;
15;3275;sea;0;0;
16;3275;sea;0;0;
17;3275;sea;0;0;
18;3275;sea;0;0;
19;3275;sea;0;0;
20;3275;sea;0;0;
21;3275;sea;0;0;
22;3275;sea;0;0;
23;3275;sea;0;0;
24;3275;sea;0;0;
25;3275;sea;0;0;
26;3275;sea;0;0;
27;3275;sea;0;0;
28;3275;sea;0;0;
29;3275;sea;0;0;
30;3275;sea;0;0;
31;3275;sea;0;0;
32;3275;sea;0;0;
33;3275;sea;0;0;
34;3275;sea;0;0;
35;3275;sea;0;0;
36;3275;sea;0;0;
37;3275;sea;0;0;
38;3275;sea;0;0;
39;3275;sea;0;0;
40;3275;sea;0;0;
41;3275;sea;0;0;
42;3275;sea;0;0;
43;3275;sea;0;0;
44;3275;sea;0;0;
45;3275;sea;0;0;
46;3275;sea;0;0;
47;3275;sea;0;0;
48;3275;sea;0;0;
49;3275;sea;0;0;
50;3275;sea;0;0;
51;3275;sea;0;0;
52;3275;sea;0;0;
53;3275;sea;0;0;
54;3275;sea;0;0;
55;3275;sea;0;0;
56;3275;sea;0;0;
57;3275;sea;0;0;
58;3275;sea;0;0;
59;3275;sea;0;0;
60;3275;sea;0;0;
61;3275;sea;0;0;
62;3275;sea;0;0;
63;3275;sea;0;0;
64;3275;sea;0;0;
65;3275;sea;0;0;
66;3275;sea;0;0;
67;3275;sea;0;0;
68;3275;sea;0;0;
69;3275;sea;0;0;
70;3275;sea;0;0;
71;3275;sea;0;0;
72;3275;sea;0;0;
73;3275;sea;0;0;
74;3275;sea;0;0;
75;3275;sea;0;0;
76;3275;sea;0;0;
77;3275;sea;0;0;
78;3275;sea;0;0;
79;3275;sea;0;0;
80;3275;sea;0;0;
81;3275;sea;0;0;
82;3275;sea;0;0;
83;3275;sea;0;0;
84;3275;sea;0;0;
85;3275;sea;0;0;
86;3275;sea;0;0;
87;3275;sea;0;0;
88;3275;sea;0;0;
89;3275;sea;0;0;
90;3275;sea;0;0;
91;3275;sea;0;0;
92;3275;sea;0;0;
93;3275;sea;0;0;
94;3275;sea;0;0;
95;3275;sea;0;0;
96;3275;sea;0;0;
97;3275;sea;0;0;
98;3275;sea;0;0;
99;3275;sea;0;0;
100;3275;sea;0;0;
101;3275;sea;0;0;
102;3275;sea;0;0;
103;3275;sea;0;0;
104;3275;sea;0;0;
105;3275;sea;0;0;
106;3275;sea;0;0;
107;3275;sea;0;0;
108;3275;sea;0;0;
109;3275;sea;0;0;
110;3275;sea;0;0;
111;3275;sea;0;0;
112;3275;sea;0;0;
113;3275;sea;0;0;
114;3275;sea;0;0;
115;3275;sea;0;0;
116;3275;sea;0;0;
117;3275;sea;0;0;
118;3275;sea;0;0;
119;3275;sea;0;0;
120;3275;sea;0;0;
121;3275;sea;0;0;
122;3275;sea;0;0;
123;3275;sea;0;0;
124;3275;sea;0;0;
125;3275;sea;0;0;
126;3275;sea;0;0;
127;3275;sea;0;0;
128;3275;sea;0;0;
129;3275;sea;0;0;
130;3275;sea;0;0;
131;3275;sea;0;0;
132;3275;sea;0;0;
133;3275;sea;0;0;
134;3275;sea;0;0;
135;3275;sea;0;0;
136;3275;sea;0;0;
137;3275;sea;0;0;
138;3275;sea;0;0;
139;3275;sea;0;0;
140;3275;sea;0;0;
141;3275;sea;0;0;
142;3275;sea;0;0;
143;3275;sea;0;0;
144;3275;sea;0;0;
145;3275;sea;0;0;
146;3275;sea;0;0;
147;3275;sea;0;0;
148;3275;sea;0;0;
149;3275;sea;0;0;
150;3275;sea;0;0;
151;3275;sea;0;0;
152;3275;sea;0;0;
153;3275;sea;0;0;
154;3275;sea;0;0;
155;3275;sea;0;0;
156;3275;sea;0;0;
157;3275;sea;0;0;
158;3275;sea;0;0;
159;3275;sea;0;0;
160;3275;sea;0;0;
161;3275;sea;0;0;
162;3275;sea;0;0;
163;3275;sea;0;0;
164;3275;sea;0;0;
165;3275;sea;0;0;
166;3275;sea;0;0;
167;3275;sea;0;0;
168;3275;sea;0;0;
169;3275;sea;0;0;
170;3275;sea;0;0;
171;3275;sea;0;0;
172;3275;sea;0;0;
173;3275;sea;0;0;
174;3275;sea;0;0;
175;3275;sea;0;0;
176;3275;sea;0;0;
177;3275;sea;0;0;
178;3275;sea;0;0;
179;3275;sea;0;0;
180;3275;sea;0;0;
181;3275;sea;0;0;
182;3275;sea;0;0;
183;3275;sea;0;0;
184;3275;sea;0;0;
185;3275;sea;0;0;
186;3275;sea;0;0;
187;3275;sea;0;0;
188;3275;sea;0;0;
189;3275;sea;0;0;
190;3275;sea;0;0;
191;3275;sea;0;0;
192;3275;sea;0;0;
193;3275;sea;0;0;
194;3275;sea;0;0;
195;3275;sea;0;0;
196;3275;sea;0;0;
197;3275;sea;0;0;
198;3275;sea;0;0;
199;3275;sea;0;0;
200;3275;sea;0;0;
201;3275;sea;0;0;
202;3275;sea;0;0;
203;3275;sea;0;0;
204;3275;sea;0;0;
205;3275;sea;0;0;
206;3275;sea;0;0;
207;3275;sea;0;0;
208;3275;sea;0;0;
209;3275;sea;0;0;
210;3275;sea;0;0;
211;3275;sea;0;0;
212;3275;sea;0;0;
213;3275;sea;0;0;
214;3275;sea;0;0;
215;3275;sea;0;0;
216;3275;sea;0;0;
217;3275;sea;0;0;
218;3275;sea;0;0;
219;3275;sea;0;0;
220;3275;sea;0;0;
221;3275;sea;0;0;
222;3275;sea;0;0;
223;3275;sea;0;0;
224;3275;sea;0;0;
225;3275;sea;0;0;
226;3275;sea;0;0;
227;3275;sea;0;0;
228;3275;sea;0;0;
229;3275;sea;0;0;
230;3275;sea;0;0;
231;3275;sea;0;0;
232;3275;sea;0;0;
233;3275;sea;0;0;
234;3275;sea;0;0;
235;3275;sea;0;0;
236;3275;sea;0;0;
237;3275;sea;0;0;
238;3275;sea;0;0;
239;3275;sea;0;0;
240;3275;sea;0;0;
241;3275;sea;0;0;
242;3275;sea;0;0;
243;3275;sea;0;0;
244;3275;sea;0;0;
245;3275;sea;0;0;
246;3275;sea;0;0;
247;3275;sea;0;0;
248;3275;sea;0;0;
249;3275;sea;0;0;
250;3275;sea;0;0;
251;3275;sea;0;0;
252;3275;sea;0;0;
253;3275;sea;0;0;
254;3275;sea;0;0;
255;3275;sea;0;0;
256;3275;sea;0;0;
257;3275;sea;0;0;
258;3275;sea;0;0;
259;3275;sea;0;0;
260;3275;sea;0;0;
261;3275;sea;0;0;
262;3275;sea;0;0;
263;3275;sea;0;0;
264;3275;sea;0;0;
265;3275;sea;0;0;
266;3275;sea;0;0;
267;3275;sea;0;0;
268;3275;sea;0;0;
269;3275;sea;0;0;
270;3275;sea;0;0;
271;3275;sea;0;0;
272;3275;sea;0;0;
273;3275;sea;0;0;
274;3275;sea;0;0;
275;3275;sea;0;0;
276;3275;sea;0;0;
277;3275;sea;0;0;
278;3275;sea;0;0;
279;3275;sea;0;0;
280;3275;sea;0;0;
281;3275;sea;0;0;
282;3275;sea;0;0;
283;3275;sea;0;0;
284;3275;sea;0;0;
285;3275;sea;0;0;
286;3275;sea;0;0;
287;3275;sea;0;0;
288;3275;sea;0;0;
289;3275;sea;0;0;
290;3275;sea;0;0;
291;3275;sea;0;0;
292;3275;sea;0;0;
293;3275;sea;0;0;
294;3275;sea;0;0;
295;3275;sea;0;0;
296;3275;sea;0;0;
297;3275;sea;0;0;
298;3275;sea;0;0;
299;3275;sea;0;0;
300;3275;sea;0;0;
301;3275;sea;0;0;
302;3275;sea;0;0;
303;3275;sea;0;0;
304;3275;sea;0;0;
305;3275;sea;0;0;
306;3275;sea;0;0;
307;3275;sea;0;0;
308;3275;sea;0;0;
309;3275;sea;0;0;
310;3275;sea;0;0;
311;3275;sea;0;0;
312;3275;sea;0;0;
313;3275;sea;0;0;
314;3275;sea;0;0;
315;3275;sea;0;0;
316;3275;sea;0;0;
317;3275;sea;0;0;
318;3275;sea;0;0;
319;3275;sea;0;0;
320;3275;sea;0;0;
321;3275;sea;0;0;
322;3275;sea;0;0;
323;3275;sea;0;0;
324;3275;sea;0;0;
325;3275;sea;0;0;
326;3275;sea;0;0;
327;3275;sea;0;0;
328;3275;sea;0;0;
329;3275;sea;0;0;
330;3275;sea;0;0;
331;3275;sea;0;0;
332;3275;sea;0;0;
333;3275;sea;0;0;
334;3275;sea;0;0;
335;3275;sea;0;0;
336;3275;sea;0;0;
337;3275;sea;0;0;
338;3275;sea;0;0;
339;3275;sea;0;0;
340;3275;sea;0;0;
341;3275;sea;0;0;
342;3275;sea;0;0;
343;3275;sea;0;0;
344;3275;sea;0;0;
345;3275;sea;0;0;
346;3275;sea;0;0;
347;3275;sea;0;0;
348;3275;sea;0;0;
349;3275;sea;0;0;
350;3275;sea;0;0;
351;3275;sea;0;0;
352;3275;sea;0;0;
353;3275;sea;0;0;
354;3275;sea;0;0;
355;3275;sea;0;0;
356;3275;sea;0;0;
357;3275;sea;0;0;
358;3275;sea;0;0;
359;3275;sea;0;0;
360;3275;sea;0;0;
361;3275;sea;0;0;
362;3275;sea;0;0;
363;3275;sea;0;0;
364;3275;sea;0;0;
365;3275;sea;0;0;
366;3275;sea;0;0;
367;3275;sea;0;0;
368;3275;sea;0;0;
369;3275;sea;0;0;
370;3275;sea;0;0;
371;3275;sea;0;0;
372;3275;sea;0;0;
373;3275;sea;0;0;
374;3275;sea;0;0;
375;3275;sea;0;0;
376;3275;sea;0;0;
377;3275;sea;0;0;
378;3275;sea;0;0;
379;3275;sea;0;0;
380;3275;sea;0;0;
381;3275;sea;0;0;
382;3275;sea;0;0;
383;3275;sea;0;0;
384;3275;sea;0;0;
385;3275;sea;0;0;
386;3275;sea;0;0;
387;3275;sea;0;0;
388;3275;sea;0;0;
389;3275;sea;0;0;
390;3275;sea;0;0;
391;3275;sea;0;0;
392;3275;sea;0;0;
393;3275;sea;0;0;
394;3275;sea;0;0;
395;3275;sea;0;0;
396;3275;sea;0;0;
397;3275;sea;0;0;
398;3275;sea;0;0;
399;3275;sea;0;0;
400;3275;sea;0;0;
401;3275;sea;0;0;
402;3275;sea;0;0;
403;3275;sea;0;0;
404;3275;sea;0;0;
405;3275;sea;0;0;
406;3275;sea;0;0;
407;3275;sea;0;0;
408;3275;sea;0;0;
409;3275;sea;0;0;
410;3275;sea;0;0;
411;3275;sea;0;0;
412;3275;sea;0;0;
413;3275;sea;0;0;
414;3275;sea;0;0;
415;3275;sea;0;0;
416;3275;sea;0;0;
417;3275;sea;0;0;
418;3275;sea;0;0;
419;3275;sea;0;0;
420;3275;sea;0;0;
421;3275;sea;0;0;
422;3275;sea;0;0;
423;3275;sea;0;0;
424;3275;sea;0;0;
425;3275;sea;0;0;
426;3275;sea;0;0;
427;3275;sea;0;0;
428;3275;sea;0;0;
429;3275;sea;0;0;
430;3275;sea;0;0;
431;3275;sea;0;0;
432;3275;sea;0;0;
433;3275;sea;0;0;
434;3275;sea;0;0;
435;3275;sea;0;0;
436;3275;sea;0;0;
437;3275;sea;0;0;
438;3275;sea;0;0;
439;3275;sea;0;0;
440;3275;sea;0;0;
441;3275;sea;0;0;
442;3275;sea;0;0;
443;3275;sea;0;0;
444;3275;sea;0;0;
445;3275;sea;0;0;
446;3275;sea;0;0;
447;3275;sea;0;0;
448;3275;sea;0;0;
449;3275;sea;0;0;
450;3275;sea;0;0;
451;3275;sea;0;0;
452;3275;sea;0;0;
453;3275;sea;0;0;
454;3275;sea;0;0;
455;3275;sea;0;0;
456;3275;sea;0;0;
457;3275;sea;0;0;
458;3275;sea;0;0;
459;3275;sea;0;0;
460;3275;sea;0;0;
461;3275;sea;0;0;
462;3275;sea;0;0;
463;3275;sea;0;0;
464;3275;sea;0;0;
465;3275;sea;0;0;
466;3275;sea;0;0;
467;3275;sea;0;0;
468;3275;sea;0;0;
469;3275;sea;0;0;
470;3275;sea;0;0;
471;3275;sea;0;0;
472;3275;sea;0;0;
473;3275;sea;0;0;
474;3275;sea;0;0;
475;3275;sea;0;0;
476;3275;sea;0;0;
477;3275;sea;0;0;
478;3275;sea;0;0;
479;3275;sea;0;0;
480;3275;sea;0;0;
481;3275;sea;0;0;
482;3275;sea;0;0;
483;3275;sea;0;0;
484;3275;sea;0;0;
485;3275;sea;0;0;
486;3275;sea;0;0;
487;3275;sea;0;0;
488;3275;sea;0;0;
489;3275;sea;0;0;
490;3275;sea;0;0;
491;3275;sea;0;0;
492;3275;sea;0;0;
493;3275;sea;0;0;
494;3275;sea;0;0;
495;3275;sea;0;0;
496;3275;sea;0;0;
497;3275;sea;0;0;
498;3275;sea;0;0;
499;3275;sea;0;0;
500;3275;sea;0;0;
501;3275;sea;0;0;
502;3275;sea;0;0;
503;3275;sea;0;0;
504;3275;sea;0;0;
505;3275;sea;0;0;
506;3275;sea;0;0;
507;3275;sea;0;0;
508;3275;sea;0;0;
509;3275;sea;0;0;
510;3275;sea;0;0;
511;3275;sea;0;0;
512;3275;sea;0;0;
513;3275;sea;0;0;
514;3275;sea;0;0;
515;3275;sea;0;0;
516;3275;sea;0;0;
517;3275;sea;0;0;
518;3275;sea;0;0;
519;3275;sea;0;0;
520;3275;sea;0;0;
521;3275;sea;0;0;
522;3275;sea;0;0;
523;3275;sea;0;0;
524;3275;sea;0;0;
525;3275;sea;0;0;
526;3275;sea;0;0;
527;3275;sea;0;0;
528;3275;sea;0;0;
529;3275;sea;0;0;
530;3275;sea;0;0;
531;3275;sea;0;0;
532;3275;sea;0;0;
533;3275;sea;0;0;
534;3275;sea;0;0;
535;3275;sea;0;0;
536;3275;sea;0;0;
537;3275;sea;0;0;
538;3275;sea;0;0;
539;3275;sea;0;0;
540;3275;sea;0;0;
541;3275;sea;0;0;
542;3275;sea;0;0;
543;3275;sea;0;0;
544;3275;sea;0;0;
545;3275;sea;0;0;
546;3275;sea;0;0;
547;3275;sea;0;0;
548;3275;sea;0;0;
549;3275;sea;0;0;
550;3275;sea;0;0;
551;3275;sea;0;0;
552;3275;sea;0;0;
553;3275;sea;0;0;
554;3275;sea;0;0;
555;3275;sea;0;0;
556;3275;sea;0;0;
557;3275;sea;0;0;
558;3275;sea;0;0;
559;3275;sea;0;0;
560;3275;sea;0;0;
561;3275;sea;0;0;
562;3275;sea;0;0;
563;3275;sea;0;0;
564;3275;sea;0;0;
565;3275;sea;0;0;
566;3275;sea;0;0;
567;3275;sea;0;0;
568;3275;sea;0;0;
569;3275;sea;0;0;
570;3275;sea;0;0;
571;3275;sea;0;0;
572;3275;sea;0;0;
573;3275;sea;0;0;
574;3275;sea;0;0;
575;3275;sea;0;0;
576;3275;sea;0;0;
577;3275;sea;0;0;
578;3275;sea;0;0;
579;3275;sea;0;0;
580;3275;sea;0;0;
581;3275;sea;0;0;
582;3275;sea;0;0;
583;3275;sea;0;0;
584;3275;sea;0;0;
585;3275;sea;0;0;
586;3275;sea;0;0;
587;3275;sea;0;0;
588;3275;sea;0;0;
589;3275;sea;0;0;
590;3275;sea;0;0;
591;3275;sea;0;0;
592;3275;sea;0;0;
593;3275;sea;0;0;
594;3275;sea;0;0;
595;3275;sea;0;0;
596;3275;sea;0;0;
597;3275;sea;0;0;
598;3275;sea;0;0;
599;3275;sea;0;0;
600;3275;sea;0;0;
601;3275;sea;0;0;
602;3275;sea;0;0;
603;3275;sea;0;0;
604;3275;sea;0;0;
605;3275;sea;0;0;
606;3275;sea;0;0;
607;3275;sea;0;0;
608;3275;sea;0;0;
609;3275;sea;0;0;
610;3275;sea;0;0;
611;3275;sea;0;0;
612;3275;sea;0;0;
613;3275;sea;0;0;
614;3275;sea;0;0;
615;3275;sea;0;0;
616;3275;sea;0;0;
617;3275;sea;0;0;
618;3275;sea;0;0;
619;3275;sea;0;0;
620;3275;sea;0;0;
621;3275;sea;0;0;
622;3275;sea;0;0;
623;3275;sea;0;0;
624;3275;sea;0;0;
625;3275;sea;0;0;
626;3275;sea;0;0;
627;3275;sea;0;0;
628;3275;sea;0;0;
629;3275;sea;0;0;
630;3275;sea;0;0;
631;3275;sea;0;0;
632;3275;sea;0;0;
633;3275;sea;0;0;
634;3275;sea;0;0;
635;3275;sea;0;0;
636;3275;sea;0;0;
637;3275;sea;0;0;
638;3275;sea;0;0;
639;3275;sea;0;0;
640;3275;sea;0;0;
641;3275;sea;0;0;
642;3275;sea;0;0;
643;3275;sea;0;0;
644;3275;sea;0;0;
645;3275;sea;0;0;
646;3275;sea;0;0;
647;3275;sea;0;0;
648;3275;sea;0;0;
